参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,书名,章节名称
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“正是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青瘫在地上，神色惨淡。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山则陷入沉默。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不对劲！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不是赵青没说实话。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而是在清浊岛斩妖这件事上，陆夜的举动不对劲！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“河神死了、方北震他们死了、清浊岛上的一切都被火烧了……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“偏偏只有陆夜活了下来，偏偏还把那些妖物尸体完整带了回来……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这世上哪有这么巧的事？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山背脊一阵发寒，预感到不妙。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“陆夜呢？人在何处？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山沉声问。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青道：“返回天河郡城后，陆夜便回家了。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山眼皮直跳。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,谁敢忘了，谢凌秋这位红袍将军如今就在陆家？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜完成斩妖任务后，不第一时间前来衙门报答，却直接回家，这本身就有问题！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,意识到这一点，李寒山愈发感到不妙。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“你们先把赵青关押起来，我有紧要事情出去一趟！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山做出决断，朝衙门外走去，打算第一时间离开天河郡城。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,越快越好！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,可还不等走出衙门，李寒山便停下脚步，脸色大变。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,就见衙门外，不知何时出现一支披坚执锐的缉妖司队伍。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,为首一人是个独臂青年，身着金灿灿的长袍，端坐在一匹黑马之上。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,苍州缉妖司金袍都统“吕澈”！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,绰号“嗜血阎罗”。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一位修为已臻至“金台境”的强大存在！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山一眼认出对方身份，并且猜出，对方极可能是红袍将军谢凌秋派来！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“属下……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,他深呼吸一口气，按捺住心中的不安，正欲上前见礼。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈已经沉声道：“奉谢将军旨意，前来缉拿罪犯李寒山！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“来人，把缉妖司衙门围起来，不得放任何人离开！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,那支跟随吕澈前来的强者队伍第一时间行动起来。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“罪犯？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山脸色大变，“吕大人，李某何曾犯罪？怎么就成了罪犯？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,唰！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,直似流光一闪。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈的身影突兀出现在李寒山面前，一把攥住后者脖子。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“犯了什么罪，等到了苍州缉妖司衙门，你自然清楚。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈眼神淡漠，根本没有解释。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,完了！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山脸色煞白，意识到自己和河神赤尾蛇君暗中通信的事情，必然已经暴露！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,毕竟，缉妖司无论职务高低，都得依照规矩办事。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,若无证据，吕澈断不会这般对待自己。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“我……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山自然不甘心坐以待毙，正欲辩解。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,结果被吕澈直接打昏过去。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,自始至终，吕澈没有解释什么，也懒得听李寒山解释。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“陆少，跟我来吧。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈扭头，看向衙门不远处的一座茶肆。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一袭玄衣的陆夜，正吊儿郎当坐在那喝茶。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“够硬！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜挑起大拇指。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“过奖！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈冷峻古板的脸庞泛起一丝笑意。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,……,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,缉妖司衙门，大堂内。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,当看到来自苍州的金袍都统吕澈，拎小鸡般，将昏迷的李寒山带进来，所有人心中震颤，意识到有大事发生。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而当看到陆夜竟然和吕澈一起时，众人立刻回过神来。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈都统此来，必和松阳镇斩妖行动有关！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“拜见都统大人！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,衙门所有人齐齐躬身向吕澈行礼。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“我这次来，只办三件事。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,吕澈站在大殿中央，伸出三根手指，语气淡漠，“公平，公平，还是他妈的公平！”,5,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,声震大殿。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,众人面面相觑。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青第一个站出来，悲愤大叫：“大人，我要伸冤！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“伸什么冤？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈问。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“不是我冤，是陆少冤！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,赵青咬牙切齿，“之前，为迫害陆少，都尉李寒山逼迫我编造虚假供词，还望都统大人明察！”,2,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,众人：“……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,好啊，眼见李寒山完了，你赵青这就跳反了？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜也忍不住笑了。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不得不说，赵青这墙头草，确实善于反复横跳。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“是么。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈淡淡道，“你这厮趋利避害，反复横跳，简直毫无底线可言！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“来人。将赵青拉下去，听候发落。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,两名扈从站出，当场把赵青拿下，朝外拖去。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“大人！属下并未犯罪，为何要这么对我——！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“陆少！陆少——！我在为你伸冤啊！你就眼睁睁看着？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青嘶声尖叫，满脸的错愕和惊恐。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,旋即，他嘴巴被塞住，呜呜咽咽发不出声音，被拖出大殿。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“刀笔吏何在？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈问。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,刀笔吏，就是在缉妖司衙门负责记录案件卷宗的人。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“属下在！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一个文士中年战战兢兢回应。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈道：“记，李寒山身为缉妖司都尉，却勾结赤尾蛇君，迫害他人……事实清楚，物证俱在，依律，当处死！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“缉妖卫赵青，为独吞功绩，颠倒黑白，编造谎言……依律，杖八十，革除职务，逐出缉妖司！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,最后，吕澈取出一个玉盒，“证据皆在其中，记完卷宗，连同证据一起保管好。”,1,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,刀笔吏连忙答应。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,玉盒中的证据，自然是陆夜提供。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不过，陆夜却没想到，吕澈办事会这般干脆利索。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,自始至终没有断案的流程，也不给李寒山、赵青辩驳的机会，直接快刀斩乱麻，进行裁决！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“陆少可还有什么要补充的？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈问道。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜笑道：“大人做事很公道，我心服口服。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈颔首道：“正因陆少提供的证据确凿，才让我能迅速断案。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而后，吕澈眸光一扫大殿众人，“接下来，我还有一件大事要宣布！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“陆夜在内部考核的成绩，已得到皇都钦天司认可。”,1,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“现在，我来宣读太尉大人亲自下达的旨意！”,2,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,此话一出，大殿众人皆震惊。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一次内部考核而已，竟然惊动了太尉大人亲自下旨？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这绝对是破天荒头一次！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这绝对是破天荒头一次！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,缉妖司衙门。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“大人，这些就是属下在清浊岛上带回来的妖兽尸体，请您过目！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青已经把事情经过叙述完毕。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而后取出储物袋往外一倒。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,哗啦！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,堆积如山的妖兽尸体出现，血腥弥漫整座大殿。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一阵惊呼声响起。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这么多？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这些功绩加起来，起码能让赵青连升三品！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这家伙运气也太逆天了！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,……衙门一众同僚的神色间，带着羡慕、嫉妒。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青唇角勾起一抹微笑。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这真的是你一人发现？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山凝视着赵青，神色罕见地庄重。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“正是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,赵青预感到，命运的车轮将在这一刻转动。,1,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“撒谎！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山猛地一脚踹在赵青腹部。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,砰！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青倒飞出去，躯体弯弓如煮熟大虾，满脸痛苦。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,玛德！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,命运车轮怎么倒转了？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,强忍着痛苦，赵青大声道：“大人，我以性命发誓，绝没有撒谎！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“你当我是傻×？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山一脚踩在赵青胸膛上，眼神冷厉可怖，“谁看不出，这件事，破绽百出！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“大人，我……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青咬牙，打算宁可死撑到底，也绝不能放弃这次功绩。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“最后给你一次机会！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山眼神森然，一字一顿，“不把实情说出，就让你尝遍‘八大极刑’的滋味！保证让你生不如死！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,缉妖司的“八大极刑”堪称凶名赫赫，意志再强大的妖魔都扛不住，会被折磨得求生不得，求死不能！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,据大乾官方记载，自“八大极刑”问世，还从没有哪个妖魔能扛到最后！,1,,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青作为缉妖卫，岂能不知“八大极刑”的恐怖？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“我招！我招了——！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青当场就崩溃了，把事情说出，根本不敢有任何隐瞒。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,在场众人听完，暗自鄙夷，原来这厮是为了贪图陆夜的功劳！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这么说，清浊岛上发生的一切，你完全不知道，而是听陆夜说的？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山敏锐察觉到关键所在。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“正是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青瘫在地上，神色惨淡。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山则陷入沉默。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不对劲！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不是赵青没说实话。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而是在清浊岛斩妖这件事上，陆夜的举动不对劲！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“河神死了、方北震他们死了、清浊岛上的一切都被火烧了……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“偏偏只有陆夜活了下来，偏偏还把那些妖物尸体完整带了回来……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这世上哪有这么巧的事？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山背脊一阵发寒，预感到不妙。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“陆夜呢？人在何处？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山沉声问。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赵青道：“返回天河郡城后，陆夜便回家了。”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山眼皮直跳。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,谁敢忘了，谢凌秋这位红袍将军如今就在陆家？,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜完成斩妖任务后，不第一时间前来衙门报答，却直接回家，这本身就有问题！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,意识到这一点，李寒山愈发感到不妙。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“你们先把赵青关押起来，我有紧要事情出去一趟！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山做出决断，朝衙门外走去，打算第一时间离开天河郡城。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,越快越好！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,可还不等走出衙门，李寒山便停下脚步，脸色大变。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,就见衙门外，不知何时出现一支披坚执锐的缉妖司队伍。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,为首一人是个独臂青年，身着金灿灿的长袍，端坐在一匹黑马之上。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,苍州缉妖司金袍都统“吕澈”！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,绰号“嗜血阎罗”。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一位修为已臻至“金台境”的强大存在！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山一眼认出对方身份，并且猜出，对方极可能是红袍将军谢凌秋派来！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“属下……”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,他深呼吸一口气，按捺住心中的不安，正欲上前见礼。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,吕澈已经沉声道：“奉谢将军旨意，前来缉拿罪犯李寒山！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“来人，把缉妖司衙门围起来，不得放任何人离开！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“是！”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,那支跟随吕澈前来的强者队伍第一时间行动起来。,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“罪犯？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,李寒山脸色大变，“吕大人，李某何曾犯罪？怎么就成了罪犯？”,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,唰！,万仙来朝,第45章 紫袍太尉的旨意
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,直似流光一闪。,万仙来朝,第45章 紫袍太尉的旨意
