震级,发震时刻,纬度,经度,深度,参考位置,地址链接
4.3,2024-04-22 19:10:14,23.71,121.55,8,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422191015.html
5.7,2024-04-22 18:50:32,23.76,121.51,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422185033.html
4.9,2024-04-22 18:49:07,23.70,121.57,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240422184908.html
5.3,2024-04-22 18:46:12,23.74,121.59,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240422184612.html
4.7,2024-04-22 17:52:55,23.78,121.61,9,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422175256.html
4.5,2024-04-22 17:17:11,23.78,121.49,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422171712.html
4.6,2024-04-22 17:15:56,23.64,121.41,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422171557.html
4.9,2024-04-22 17:12:11,23.78,121.55,8,台湾花莲县,https://news.ceic.ac.cn/CD20240422171211.html
5.3,2024-04-22 17:08:40,23.72,121.59,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240422170840.html
6.2,2024-04-23 02:32:50,23.81,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423023250.html
4.6,2024-04-22 00:35:50,24.24,121.68,9,台湾花莲县,https://news.ceic.ac.cn/CD20240422003550.html
5.0,2024-04-21 10:40:56,23.49,121.60,20,台湾花莲县海域,https://news.ceic.ac.cn/CC20240421104057.html
4.0,2024-04-20 09:44:03,33.60,81.86,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20240420094404.html
3.9,2024-04-19 22:25:52,24.31,121.83,18,台湾宜兰县海域,https://news.ceic.ac.cn/CD20240419222552.html
3.2,2024-04-19 07:55:26,28.44,102.04,14,四川凉山州冕宁县,https://news.ceic.ac.cn/CD20240419075526.html
3.3,2024-04-19 01:52:57,33.63,81.85,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240419015257.html
3.8,2024-04-19 01:44:22,33.51,81.76,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240419014423.html
4.5,2024-04-19 01:40:02,33.49,81.81,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240419014002.html
3.4,2024-04-18 15:43:32,33.60,81.85,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20240418154332.html
3.2,2024-04-18 10:13:40,34.33,85.18,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20240418101340.html
4.1,2024-04-17 20:21:57,33.50,81.75,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240417202157.html
4.6,2024-04-17 17:17:09,23.93,121.75,23,台湾花莲县海域,https://news.ceic.ac.cn/CD20240417171710.html
4.2,2024-04-17 02:59:49,24.10,121.83,18,台湾花莲县海域,https://news.ceic.ac.cn/CD20240417025949.html
4.2,2024-04-13 22:26:35,24.05,121.60,9,台湾花莲县,https://news.ceic.ac.cn/CD20240413222636.html
3.2,2024-04-14 11:04:23,33.62,81.98,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20240414110424.html
4.2,2024-04-13 20:38:46,23.60,121.66,8,台湾花莲县海域,https://news.ceic.ac.cn/CD20240413203847.html
2.9,2024-04-13 18:26:45,28.84,105.08,10,四川宜宾市南溪区,https://news.ceic.ac.cn/CD20240413182646.html
5.2,2024-04-13 13:44:41,33.56,81.84,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240413134441.html
4.3,2024-04-13 02:44:36,23.44,120.17,10,台湾嘉义县,https://news.ceic.ac.cn/CD20240413024437.html
3.7,2024-04-12 13:04:55,33.49,81.77,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240412130455.html
4.4,2024-04-11 00:55:12,24.14,121.87,12,台湾花莲县海域,https://news.ceic.ac.cn/CD20240411005512.html
4.0,2024-04-09 06:14:07,24.01,121.77,21,台湾花莲县海域,https://news.ceic.ac.cn/CC20240409061407.html
4.6,2024-04-09 02:02:35,23.92,121.83,28,台湾花莲县海域,https://news.ceic.ac.cn/CC20240409020235.html
4.5,2024-04-08 13:09:34,24.23,121.93,23,台湾花莲县海域,https://news.ceic.ac.cn/CC20240408130934.html
4.0,2024-04-08 06:49:28,24.24,121.96,25,台湾花莲县海域,https://news.ceic.ac.cn/CC20240408064928.html
4.8,2024-04-07 18:01:19,24.10,122.25,20,台湾花莲县海域,https://news.ceic.ac.cn/CC20240407180119.html
4.1,2024-04-07 05:15:09,23.98,121.80,17,台湾花莲县海域,https://news.ceic.ac.cn/CD20240407051509.html
4.5,2024-04-06 23:53:09,24.15,122.00,23,台湾花莲县海域,https://news.ceic.ac.cn/CD20240406235310.html
4.8,2024-04-06 18:47:11,23.91,121.79,25,台湾花莲县海域,https://news.ceic.ac.cn/CC20240406184712.html
4.5,2024-04-06 11:52:53,24.10,121.97,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240406115253.html
3.2,2024-04-06 11:12:17,32.23,104.96,18,四川绵阳市江油市,https://news.ceic.ac.cn/CD20240406111218.html
4.4,2024-04-06 09:37:51,23.70,121.98,13,台湾花莲县海域,https://news.ceic.ac.cn/CD20240406093752.html
4.6,2024-04-06 04:26:26,23.91,121.85,21,台湾花莲县海域,https://news.ceic.ac.cn/CD20240406042627.html
4.0,2024-04-05 17:04:55,24.00,121.80,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20240405170456.html
4.5,2024-04-05 14:12:47,23.77,121.61,8,台湾花莲县海域,https://news.ceic.ac.cn/CD20240405141248.html
4.8,2024-04-05 12:50:49,24.08,121.87,22,台湾花莲县海域,https://news.ceic.ac.cn/CD20240405125050.html
4.8,2024-04-05 02:35:00,24.15,121.81,26,台湾花莲县海域,https://news.ceic.ac.cn/CD20240405023500.html
4.6,2024-04-04 22:30:05,24.21,121.90,13,台湾花莲县海域,https://news.ceic.ac.cn/CC20240404223005.html
4.1,2024-04-04 13:00:29,24.20,121.87,23,台湾花莲县海域,https://news.ceic.ac.cn/CD20240404130030.html
4.0,2024-04-04 09:29:09,23.83,121.49,8,台湾花莲县,https://news.ceic.ac.cn/CD20240404092910.html
4.0,2024-04-04 06:46:34,23.99,121.75,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20240404064635.html
4.3,2024-04-03 23:42:37,24.19,121.64,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403234238.html
4.2,2024-04-04 03:46:52,23.89,121.77,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240404034653.html
4.8,2024-04-04 02:29:46,23.79,121.91,14,台湾花莲县海域,https://news.ceic.ac.cn/CD20240404022947.html
4.4,2024-04-03 23:39:09,24.15,121.77,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403233909.html
4.0,2024-04-03 22:49:13,24.12,121.97,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403224914.html
4.3,2024-04-03 12:08:09,23.80,121.72,15,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403120809.html
4.5,2024-04-03 11:57:18,23.82,121.61,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403115719.html
4.5,2024-04-03 11:45:37,23.78,121.81,15,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403114537.html
4.3,2024-04-03 11:35:22,24.21,121.79,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403113523.html
4.4,2024-04-03 11:20:54,24.17,121.76,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403112054.html
4.2,2024-04-03 10:38:30,23.90,121.63,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403103831.html
5.1,2024-04-03 10:28:18,24.22,121.80,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403102818.html
5.6,2024-04-03 10:14:38,24.14,121.76,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403101438.html
4.4,2024-04-03 10:13:41,24.22,121.74,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403101341.html
4.6,2024-04-03 09:53:58,23.87,121.57,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403095358.html
4.7,2024-04-03 09:49:38,23.74,122.08,12,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403094938.html
5.6,2024-04-03 09:39:35,23.80,121.89,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403093935.html
4.3,2024-04-03 09:19:32,23.87,121.62,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403091933.html
4.1,2024-04-03 09:17:42,23.98,121.76,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403091742.html
5.0,2024-04-03 09:09:27,24.06,121.79,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403090927.html
4.2,2024-04-03 09:07:15,23.99,121.74,9,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403090716.html
4.0,2024-04-03 08:54:07,23.78,121.71,27,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403085408.html
4.9,2024-04-03 08:50:46,23.80,121.63,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403085046.html
5.5,2024-04-03 08:46:43,24.07,121.81,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403084644.html
5.2,2024-04-03 08:43:55,23.94,121.57,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403084356.html
5.9,2024-04-03 08:35:38,24.18,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403083538.html
6.0,2024-04-03 08:11:27,24.10,121.65,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403081128.html
7.3,2024-04-03 07:58:08,23.81,121.74,12,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403075809.html
4.2,2024-04-03 03:26:33,23.38,120.16,8,台湾嘉义县,https://news.ceic.ac.cn/CC20240403032634.html
6.0,2024-04-03 08:11:27,24.10,121.65,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403081128.html
3.0,2024-04-02 12:24:27,31.72,104.13,15,四川阿坝州茂县,https://news.ceic.ac.cn/CD20240402122428.html
3.1,2024-03-31 15:56:34,28.64,95.98,10,西藏林芝市察隅县,https://news.ceic.ac.cn/CD20240331155635.html
4.0,2024-03-30 03:26:13,32.74,88.73,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240330032614.html
3.2,2024-03-28 13:42:23,29.08,95.79,10,西藏林芝市墨脱县,https://news.ceic.ac.cn/CD20240328134224.html
3.0,2024-03-28 08:40:49,32.54,82.78,10,西藏阿里地区革吉县,https://news.ceic.ac.cn/CD20240328084050.html
4.1,2024-03-27 18:36:28,31.69,101.31,15,四川阿坝州壤塘县,https://news.ceic.ac.cn/CC20240327183629.html
3.2,2024-03-25 16:02:22,30.87,97.02,10,西藏昌都市卡若区,https://news.ceic.ac.cn/CC20240325160222.html
4.2,2024-03-21 00:58:06,33.95,86.47,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240321005807.html
3.3,2024-03-21 18:57:06,27.97,102.72,15,四川凉山州昭觉县,https://news.ceic.ac.cn/CD20240321185707.html
4.5,2024-03-21 18:49:52,24.06,121.57,20,台湾花莲县,https://news.ceic.ac.cn/CC20240321184953.html
3.1,2024-03-20 11:51:51,28.31,104.97,8,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240320115152.html
4.2,2024-03-19 19:20:29,23.78,121.85,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240319192029.html
3.3,2024-03-19 16:18:20,29.58,104.81,13,四川内江市资中县,https://news.ceic.ac.cn/CD20240319161820.html
3.2,2024-03-15 18:33:40,28.32,104.95,10,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240315183341.html
3.1,2024-03-14 03:19:43,29.08,105.44,9,四川泸州市泸县,https://news.ceic.ac.cn/CD20240314031944.html
3.8,2024-03-09 13:17:45,31.93,92.85,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20240309131745.html
3.0,2024-03-04 08:06:18,34.13,85.39,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20240304080618.html
4.3,2024-02-29 13:26:28,23.51,120.27,20,台湾嘉义县,https://news.ceic.ac.cn/CD20240229132628.html
3.0,2024-02-28 21:23:30,29.27,102.79,15,四川雅安市汉源县,https://news.ceic.ac.cn/CD20240228212331.html
3.8,2024-02-26 19:29:30,29.87,88.04,15,西藏日喀则市谢通门县,https://news.ceic.ac.cn/CC20240226192930.html
4.6,2024-02-25 21:48:34,24.79,122.02,10,台湾宜兰县海域,https://news.ceic.ac.cn/CC20240225214834.html
4.1,2024-02-24 12:37:08,23.60,121.65,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240224123708.html
4.0,2024-02-20 22:18:17,24.01,122.39,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240220221818.html
3.2,2024-02-09 11:29:57,28.30,104.96,11,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240209112958.html
3.1,2024-02-09 04:09:29,32.11,104.57,17,四川绵阳市平武县,https://news.ceic.ac.cn/CD20240209040930.html
3.2,2024-02-06 00:49:31,32.57,92.51,10,西藏那曲市聂荣县,https://news.ceic.ac.cn/CD20240206004932.html
4.7,2024-01-29 02:11:22,23.64,121.34,10,台湾花莲县,https://news.ceic.ac.cn/CC20240129021122.html
3.7,2024-01-20 01:41:41,28.14,105.09,9,四川宜宾市兴文县,https://news.ceic.ac.cn/CC20240120014142.html
3.0,2024-01-19 13:02:13,28.93,103.14,16,四川乐山市峨边县,https://news.ceic.ac.cn/CD20240119130213.html
3.3,2024-01-16 16:45:17,29.94,92.40,10,西藏林芝市工布江达县,https://news.ceic.ac.cn/CD20240116164518.html
3.2,2024-01-16 10:06:23,28.81,105.08,8,四川宜宾市江安县,https://news.ceic.ac.cn/CD20240116100624.html
3.2,2024-01-09 00:21:58,27.55,100.91,11,四川凉山州盐源县,https://news.ceic.ac.cn/CD20240109002158.html
2.9,2024-01-01 07:04:18,31.67,104.12,16,四川绵阳市安州区,https://news.ceic.ac.cn/CD20240101070418.html
3.2,2023-12-31 14:07:04,29.40,104.46,8,四川自贡市荣县,https://news.ceic.ac.cn/CD20231231140705.html
3.1,2023-12-27 04:22:45,32.30,105.01,10,四川广元市青川县,https://news.ceic.ac.cn/CD20231227042246.html
3.1,2023-12-19 21:49:48,28.34,104.94,8,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20231219214948.html
3.8,2023-12-14 10:38:59,29.28,105.49,8,四川泸州市泸县,https://news.ceic.ac.cn/CC20231214103860.html
3.3,2023-12-13 23:33:33,33.19,88.37,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20231213233333.html
4.4,2023-12-09 14:19:25,24.43,122.72,40,台湾宜兰县海域,https://news.ceic.ac.cn/CD20231209141925.html
3.8,2023-12-01 04:36:26,28.43,104.76,8,四川宜宾市珙县,https://news.ceic.ac.cn/CD20231201043626.html
3.3,2025-04-13 23:17:05,31.18,93.51,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20250413231706.html
3.8,2025-04-13 21:45:55,31.15,93.53,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20250413214556.html
2.4,2025-04-07 10:04:57,30.08,103.10,25,四川雅安市名山区(有感),https://news.ceic.ac.cn/CD20250407100457.html
3.1,2025-04-03 11:28:00,32.94,100.00,10,四川甘孜州色达县,https://news.ceic.ac.cn/CD20250403112801.html
3.1,2025-03-28 19:56:37,34.75,87.78,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250328195637.html
3.2,2025-03-22 21:41:05,32.28,88.05,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250322214105.html
3.1,2025-03-18 15:19:05,31.22,103.44,10,四川阿坝州汶川县,https://news.ceic.ac.cn/CD20250318151905.html
3.6,2025-03-17 05:25:49,33.26,98.78,10,四川甘孜州石渠县,https://news.ceic.ac.cn/CC20250317052550.html
3.5,2025-03-14 20:49:50,34.55,83.83,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20250314204951.html
3.4,2025-03-09 19:54:04,31.26,103.63,15,四川成都市都江堰市,https://news.ceic.ac.cn/CD20250309195404.html
2.7,2025-03-07 14:40:17,32.51,105.04,14,四川广元市青川县,https://news.ceic.ac.cn/CC20250307144017.html
2.8,2025-02-23 11:03:16,30.49,104.65,10,四川成都市简阳市,https://news.ceic.ac.cn/CD20250223110317.html
3.0,2025-02-17 19:03:27,30.46,104.66,22,四川成都市简阳市,https://news.ceic.ac.cn/CC20250217190327.html
3.9,2025-02-12 01:10:23,33.81,89.15,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250212011023.html
3.9,2025-01-30 12:28:00,33.79,89.14,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250130122800.html
4.0,2025-01-28 13:05:40,35.23,89.77,10,西藏那曲市安多县,https://news.ceic.ac.cn/CC20250128130541.html
3.8,2025-01-22 06:37:18,35.71,89.64,10,西藏那曲市安多县,https://news.ceic.ac.cn/CC20250122063718.html
4.9,2025-01-20 05:07:48,33.12,102.64,8,四川阿坝州红原县,https://news.ceic.ac.cn/CC20250120050748.html
3.6,2025-01-16 20:25:43,33.50,89.44,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250116202544.html
3.5,2025-01-12 02:51:04,34.33,83.35,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20250112025104.html
3.1,2025-01-10 04:49:50,33.14,86.86,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20250110044951.html
4.0,2025-01-09 08:34:19,32.62,88.52,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CC20250109083420.html
3.1,2025-01-09 04:17:16,32.26,93.13,10,西藏那曲市巴青县,https://news.ceic.ac.cn/CD20250109041717.html
4.6,2025-01-07 10:14:25,33.62,87.17,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250107101425.html
4.6,2025-01-06 23:26:48,33.40,87.05,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20250106232648.html
3.4,2024-12-21 13:01:58,34.15,78.88,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20241221130158.html
3.0,2024-12-15 04:37:25,34.75,87.64,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20241215043725.html
3.0,2024-12-12 13:40:23,32.28,93.83,10,西藏那曲市巴青县,https://news.ceic.ac.cn/CD20241212134024.html
3.9,2024-12-09 02:12:23,33.65,81.74,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20241209021224.html
3.0,2024-12-08 11:41:49,35.57,89.61,10,西藏那曲市安多县,https://news.ceic.ac.cn/CD20241208114149.html
3.5,2024-12-07 10:36:22,34.17,89.33,10,西藏那曲市安多县,https://news.ceic.ac.cn/CD20241207103623.html
3.4,2024-11-21 09:16:42,32.96,98.43,18,四川甘孜州石渠县,https://news.ceic.ac.cn/CD20241121091642.html
3.6,2024-11-15 04:48:57,34.58,82.48,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20241115044858.html
2.8,2024-11-13 13:04:37,31.97,104.48,8,四川绵阳市北川县,https://news.ceic.ac.cn/CD20241113130437.html
3.1,2024-11-04 10:51:29,31.67,92.08,10,西藏那曲市色尼区,https://news.ceic.ac.cn/CC20241104105130.html
4.2,2024-11-02 05:35:49,33.72,86.40,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20241102053550.html
3.1,2024-11-02 04:59:20,33.87,86.65,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20241102045921.html
3.0,2024-10-28 16:54:37,31.48,104.22,9,四川德阳市绵竹市,https://news.ceic.ac.cn/CD20241028165437.html
3.6,2024-10-26 09:19:05,34.09,83.25,25,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20241026091906.html
4.0,2024-10-24 05:11:18,32.49,90.28,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CC20241024051119.html
3.1,2024-10-11 03:27:49,32.83,82.20,10,西藏阿里地区革吉县,https://news.ceic.ac.cn/CD20241011032749.html
2.5,2024-10-08 10:25:35,32.33,104.91,14,四川广元市青川县,https://news.ceic.ac.cn/CC20241008102535.html
3.6,2024-10-05 11:33:18,30.64,84.55,10,西藏阿里地区措勤县,https://news.ceic.ac.cn/CD20241005113319.html
3.4,2024-10-01 10:58:34,32.97,98.41,8,四川甘孜州石渠县,https://news.ceic.ac.cn/CD20241001105834.html
3.2,2024-09-28 01:52:25,34.45,86.14,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240928015225.html
3.8,2024-09-22 00:58:09,31.56,88.37,10,西藏那曲市申扎县,https://news.ceic.ac.cn/CC20240922005809.html
4.7,2024-09-14 02:29:51,31.40,86.53,14,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240914022951.html
3.6,2024-09-13 20:27:17,33.66,85.36,26,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240913202717.html
3.8,2024-09-13 18:01:08,34.01,82.21,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240913180108.html
3.8,2024-09-13 06:04:16,31.75,85.36,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240913060416.html
3.5,2024-09-06 18:21:14,34.57,83.71,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240906182114.html
3.8,2024-09-04 04:34:40,34.53,83.68,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240904043440.html
